제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL,우리기준_대분류,우리기준_중분류,우리기준_소분류,출산양육_관련도,필터근거_키워드,분류근거_키워드,분류신뢰도
PROP-186393,신혼부부 전세 혜택 기준,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186393,2020-02-06,2020,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186393,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 전세",상
PROP-186264,지하철내 임산부석 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186264,2019-12-30,2019,0.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186264,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-186240,청량리 한양수자인 교육연구 및 노유자시설에 국공립 유치원 설립을 부탁드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186240,2019-12-24,2019,550.0,560,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186240,보육·돌봄 인프라,어린이집·유치원,어린이집·유치원 운영 개선,출산양육 후보,유치원,유치원,중
PROP-186201,"지하철역 위의 임대아파트 건설 후 청년, 신혼부분에게 임대",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186201,2019-12-17,2019,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186201,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,출산양육 후보,신혼,지하철,중
PROP-186199,임산부석을 마냥 비워두지 않는 방법,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186199,2019-12-17,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186199,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-186118,대중교통 임산부석 자리를 비워주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186118,2019-12-07,2019,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186118,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-185758,임산부를 위한 프로그램이 부족합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185758,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185758,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-185835,임산부석 홍보 캠페인 더 적극적으로 해주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185835,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185835,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-185816,임산부석을 늘려주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185816,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185816,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-185814,임산부 배지 홍보를 더 늘려주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185814,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185814,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 배지",상
PROP-185784,지하철 임산부 좌석을 비워두는 의식을 키울수 있도록,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185784,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185784,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-185626,서울시 방문 아동을 위한 다회용 교통카드시스템 신설,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185626,2019-11-26,2019,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185626,보육·돌봄 인프라,어린이·아동 생활환경,아동친화 환경·시설,출산양육 후보,아동,아동,하
PROP-185502,주차공간을 크게 법 개정을 통해 임산부나 비만인들 쉽게 하자,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185502,2019-10-29,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185502,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-185480,"아동 양육 수당을 현금 지급이 아닌 바우처나 쿠폰, 공공시설 이용 포인트로 전환해주세요",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185480,2019-10-24,2019,0.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185480,보육·돌봄 인프라,아이돌봄·조부모·베이비시터,아이돌봄·조부모 돌봄 지원,출산양육 후보,"양육, 아동",양육,중
PROP-185429,정동극장에 초등학생을위한 프로그램.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185429,2019-10-18,2019,1.0,2,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185429,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,출산양육 후보,초등학생,"초등학생, 초등",상
PROP-185430,"서울시 신혼부부 전세자금 대출, 신혼부부를 위한 대출인가 저소득자를 위한 대출인가?",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185430,2019-10-18,2019,3.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185430,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 전세",상
PROP-185383,어린이공원 내에 젊은 부모들의 감성을 자극하는 테마공원을 조성해주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185383,2019-10-10,2019,8.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185383,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,어린이,어린이공원,중
PROP-185260,"임산부에게 지하철 무임승차권을 지급하자,,,",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185260,2019-09-21,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185260,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-185251,서울시 관계자님!&#774;&#776; ‘’아동놀이위원회’를 만들어주세요!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185251,2019-09-20,2019,6.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185251,보육·돌봄 인프라,어린이·아동 생활환경,아동친화 환경·시설,출산양육 후보,아동,아동,하
PROP-185190,반려동물 입양 전 예비반려자에게 필수 의무교육 시행,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185190,2019-09-04,2019,1.0,0,N,미상,취약·다양가족 사각지대,저소득·차상위·입양,저소득가구 양육지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185190,취약·다양가족 사각지대,저소득·차상위·입양,저소득·입양가정 지원,출산양육 후보,입양,입양,중
PROP-185158,자폐성 성격 스펙트럼 장애 초등학생들이 주말마다 같이 어울려 놀수 있는 주말 학교를 만들어 주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185158,2019-08-31,2019,8.0,0,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185158,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,출산양육 후보,초등학생,"초등학생, 초등",상
PROP-185163,장애 아동이 놀수 있는 장소와 나이 제한이 없었으면 합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185163,2019-08-31,2019,10.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185163,보육·돌봄 인프라,어린이·아동 생활환경,아동친화 환경·시설,출산양육 후보,아동,아동,하
PROP-185120,지하철 임산부 배려석 캠페인 소음 폭력 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185120,2019-08-27,2019,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185120,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 배려석",상
