제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,분류근거_키워드,분류신뢰도,출산양육관련여부,수집방식
PROP-199348,"마루공원에 유아용 농구코트, 축구코트 설치","마루공원에 유아용 농구코트, 축구코트 설치",2025-04-16,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199348,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-199206,정신적 어려움이 있는 보육교직원에 대한 직권휴직 조치에 대하여,정신적 어려움이 있는 보육교직원에 대한 직권휴직 조치에 대하여,2025-04-09,2025,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199206,직접키워드 (보육),상,직접관련,ver1 수집
PROP-199198,서울동행맵에서 장애인 임산부 정책 확인할 수 있게 개선,서울동행맵에서 장애인 임산부 정책 확인할 수 있게 개선,2025-04-09,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199198,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-199193,서울시 신혼부부 전세대출 이자지원 사업 관련,서울시 신혼부부 전세대출 이자지원 사업 관련,2025-04-08,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199193,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-199143,"난임 시술, 첫 아이 출산까지 건강보험 무제한 지원이 필요합니다","난임 시술, 첫 아이 출산까지 건강보험 무제한 지원이 필요합니다",2025-04-04,2025,214.0,50,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199143,직접키워드 (출산),상,직접관련,ver1 수집
PROP-199139,[어린이집 보육환경 개선 및 보육교사 지원을 위한 플랫폼 기반 제안서],[어린이집 보육환경 개선 및 보육교사 지원을 위한 플랫폼 기반 제안서],2025-04-04,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199139,직접키워드 (보육),상,직접관련,ver1 수집
PROP-199120,보육료 서비스 간 변경 미신청 시 소급지원,보육료 서비스 간 변경 미신청 시 소급지원,2025-04-03,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199120,직접키워드 (보육),상,직접관련,ver1 수집
PROP-199081,시립 강아지 유치원 설립 제안,시립 강아지 유치원 설립 제안,2025-03-31,2025,4.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199081,직접키워드 (유치원),상,직접관련,ver1 수집
PROP-199076,신생아를 보려면 백일해 예방접종을 해야 합니다,신생아를 보려면 백일해 예방접종을 해야 합니다,2025-03-31,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199076,직접키워드 (신생아),상,직접관련,ver1 수집
PROP-199074,서울시 조부모 돌봄수당의 시간 유연성 필요,서울시 조부모 돌봄수당의 시간 유연성 필요,2025-03-31,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199074,직접키워드 (조부모 돌봄),상,직접관련,ver1 수집
PROP-199068,신생아 특례 평수제한 해제,신생아 특례 평수제한 해제,2025-03-30,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199068,직접키워드 (신생아),상,직접관련,ver1 수집
PROP-199065,모든 초등학생들에게 무상보육,모든 초등학생들에게 무상보육,2025-03-30,2025,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199065,직접키워드 (보육),상,직접관련,ver1 수집
PROP-199064,방과후교실어린이집 방과후전담 무상교육,방과후교실어린이집 방과후전담 무상교육,2025-03-30,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199064,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-199063,방과후교실 초등학생교육 무상보육 주장,방과후교실 초등학생교육 무상보육 주장,2025-03-30,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199063,직접키워드 (보육),상,직접관련,ver1 수집
PROP-199044,서울시 다자녀 할인 정책의 지역 제한 완화 요청,서울시 다자녀 할인 정책의 지역 제한 완화 요청,2025-03-29,2025,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199044,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-199042,임산부석 뱃지 알리미를 제안합니다,임산부석 뱃지 알리미를 제안합니다,2025-03-28,2025,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199042,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-198980,지자체별 출산지원금 통일 지급,지자체별 출산지원금 통일 지급,2025-03-27,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198980,직접키워드 (출산),상,직접관련,ver1 수집
PROP-198885,공립유치원 다자녀도 방과후 수업 신청할 수 있도록 해주세요.,공립유치원 다자녀도 방과후 수업 신청할 수 있도록 해주세요.,2025-03-24,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198885,직접키워드 (유치원),상,직접관련,ver1 수집
PROP-198826,보육지원 규제 완화를 통한 실질적 지원 확대 제안,보육지원 규제 완화를 통한 실질적 지원 확대 제안,2025-03-20,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198826,직접키워드 (보육),상,직접관련,ver1 수집
PROP-198762,송파산모건강증진센터 면회관련 제안,송파산모건강증진센터 면회관련 제안,2025-03-18,2025,4.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198762,직접키워드 (산모),상,직접관련,ver1 수집
PROP-198759,신혼부부 주거 지원정책,신혼부부 주거 지원정책,2025-03-18,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198759,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-198748,순직공무원 유족 자녀에게 서울시 학습플랫폼(서울런) 이용 지원,순직공무원 유족 자녀에게 서울시 학습플랫폼(서울런) 이용 지원,2025-03-17,2025,60.0,8,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198748,조합규칙 (교육|학습|강좌+유아|초등돌봄|자녀|부모교육|아빠교육),중,조합관련,ver1 수집
PROP-198739,지하철 노약자석 및 임산부석의 필요성에 대한 재고,지하철 노약자석 및 임산부석의 필요성에 대한 재고,2025-03-17,2025,1.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198739,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-198705,"신축 아파트 설계  시에, 어린이집 정원 증가","신축 아파트 설계  시에, 어린이집 정원 증가",2025-03-15,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198705,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-198658,"지하철 장애인석(임산부, 경로석) 에 대한 정책 제안","지하철 장애인석(임산부, 경로석) 에 대한 정책 제안",2025-03-13,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198658,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-198631,난임부부지원사업 관련,난임부부지원사업 관련,2025-03-11,2025,70.0,1,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198631,직접키워드 (난임),상,직접관련,ver1 수집
PROP-198624,조건없는 다자녀 교육혜택확대 방안,조건없는 다자녀 교육혜택확대 방안,2025-03-11,2025,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198624,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-198621,다둥이 단축 근무시간 시행부탁합니다,다둥이 단축 근무시간 시행부탁합니다,2025-03-10,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198621,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-198620,다둥이 워킹맘 근무시간단축해주세요,다둥이 워킹맘 근무시간단축해주세요,2025-03-10,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198620,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-198619,다둥이 워킹맘 근무단축제 및 보조금 지급제,다둥이 워킹맘 근무단축제 및 보조금 지급제,2025-03-10,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198619,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-198618,다둥이 워킹맘 근무단축제 시행,다둥이 워킹맘 근무단축제 시행,2025-03-10,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198618,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-198591,뉴행복다둥이카드,뉴행복다둥이카드,2025-03-09,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198591,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-198575,서울 자영업자에게 다둥이 행복카드를!,서울 자영업자에게 다둥이 행복카드를!,2025-03-08,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198575,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-198485,서울시 남녀 임신준비사업.. 방문시간이 너무 짧아요,서울시 남녀 임신준비사업.. 방문시간이 너무 짧아요,2025-03-04,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198485,직접키워드 (임신),상,직접관련,ver1 수집
PROP-198432,"하위계층, 한부모가정 지원혜택 철저히 조사","하위계층, 한부모가정 지원혜택 철저히 조사",2025-03-01,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198432,직접키워드 (한부모),상,직접관련,ver1 수집
PROP-198406,다자녀감면 시 공영주차장은 되고 자치구 내 공영주차장은 안되는 규제 해제,다자녀감면 시 공영주차장은 되고 자치구 내 공영주차장은 안되는 규제 해제,2025-02-28,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198406,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-198295,저출산으로 30년뒤 대한민국은 사라진다고 합니다..,저출산으로 30년뒤 대한민국은 사라진다고 합니다..,2025-02-22,2025,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198295,직접키워드 (출산),상,직접관련,ver1 수집
PROP-198288,다자녀 아이들 혜택,다자녀 아이들 혜택,2025-02-21,2025,19.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198288,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-198270,기후동행카드 다둥이할인 적용제안,기후동행카드 다둥이할인 적용제안,2025-02-20,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198270,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-198269,어린이집 관리 문서 간소화 방안 제안 : 보육 교직원의 업무 효율성을 높여 양질의 보육 서비스 제공에 집중하기 위함,어린이집 관리 문서 간소화 방안 제안 : 보육 교직원의 업무 효율성을 높여 양질의 보육 서비스 제공에 집중하기 위함,2025-02-20,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198269,직접키워드 (보육),상,직접관련,ver1 수집
PROP-198265,서울시 공영주차장 다자녀 감면 혜택 확대 제안,서울시 공영주차장 다자녀 감면 혜택 확대 제안,2025-02-20,2025,54.0,4,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198265,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-198258,임산부 교통비 지원 확대,임산부 교통비 지원 확대,2025-02-20,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198258,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-198243,다자녀 적용 범위 동일 적용,다자녀 적용 범위 동일 적용,2025-02-19,2025,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198243,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-198207,미혼모 미혼부,미혼모 미혼부,2025-02-18,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198207,직접키워드 (미혼모),상,직접관련,ver1 수집
PROP-198192,다자녀관련 공영주차장요금 할인,다자녀관련 공영주차장요금 할인,2025-02-17,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198192,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-198151,저출산 해결을 위한 문제점  및 실효성 있는 해결 방안,저출산 해결을 위한 문제점  및 실효성 있는 해결 방안,2025-02-15,2025,51.0,0,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198151,직접키워드 (출산),상,직접관련,ver1 수집
PROP-198142,신혼부부 답답,신혼부부 답답,2025-02-14,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198142,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-198137,조부모아이돌봄 36개월제한 완화신청,조부모아이돌봄 36개월제한 완화신청,2025-02-14,2025,9.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198137,직접키워드 (아이돌봄),상,직접관련,ver1 수집
PROP-198127,저출산 극복,저출산 극복,2025-02-14,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198127,직접키워드 (출산),상,직접관련,ver1 수집
PROP-198104,서울시 아이돌봄비 지원 대상 확대,서울시 아이돌봄비 지원 대상 확대,2025-02-13,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198104,직접키워드 (아이돌봄),상,직접관련,ver1 수집
PROP-198063,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,2025-02-11,2025,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198063,조합규칙 (주거|임대|전세|월세|주택|대출+출산|신혼|신생아|자녀|다자녀|양육),중,조합관련,ver1 수집
PROP-198050,지하철역사내 유휴공간을 활용한 고객휴개실 또는 육아실 조성 제안,지하철역사내 유휴공간을 활용한 고객휴개실 또는 육아실 조성 제안,2025-02-10,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198050,직접키워드 (육아),상,직접관련,ver1 수집
PROP-197942,서울형 아이돌봄비 지원대상 범위 확대 요구,서울형 아이돌봄비 지원대상 범위 확대 요구,2025-02-05,2025,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197942,직접키워드 (아이돌봄),상,직접관련,ver1 수집
PROP-197913,조부모 아이돌봄 수당 30만원 36개월이 아닌 초등학교 1학년까지 확대 필요합니다,조부모 아이돌봄 수당 30만원 36개월이 아닌 초등학교 1학년까지 확대 필요합니다,2025-02-04,2025,9.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197913,직접키워드 (아이돌봄),상,직접관련,ver1 수집
PROP-197910,다둥이 등 서울런 대상자 대폭 확대,다둥이 등 서울런 대상자 대폭 확대,2025-02-04,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197910,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-197853,영유아 가정에 '거주자우선주차' 가산점을 드리면 어떨까요? 저출산 극복!,영유아 가정에 '거주자우선주차' 가산점을 드리면 어떨까요? 저출산 극복!,2025-02-03,2025,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197853,직접키워드 (출산),상,직접관련,ver1 수집
PROP-197755,키움센터 추가 개소는 어려울까요,키움센터 추가 개소는 어려울까요,2025-01-23,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197755,직접키워드 (키움센터),상,직접관련,ver1 수집
PROP-197727,서울시 자녀출산 무주택가구 지원 정책 소득 기준 관련 제안,서울시 자녀출산 무주택가구 지원 정책 소득 기준 관련 제안,2025-01-19,2025,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197727,직접키워드 (출산),상,직접관련,ver1 수집
PROP-197723,임산부 시내버스 탑승 편의 개선 제안,임산부 시내버스 탑승 편의 개선 제안,2025-01-16,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723,직접키워드 (임산부),상,직접관련,ver1 수집
